company_name,company_address,company_phone_number,company_email_address,company_website
FOYER SANTÉ,"12, rue Léon Laval L-3372 LEUDELANGE Luxembourg",00 352 437 437,contact@foyer.lu,www.foyer.lu
FOYER VIE,"12, rue Léon Laval L-3372 LEUDELANGE Luxembourg",00 352 437 437,contact@foyer.lu,www.foyer.lu
FOYER-ARAG,"12, rue Léon Laval L-3372 LEUDELANGE Luxembourg",00 352 437 437,contact@foyer.lu,www.foyer.lu
FRAGONARD ASSURANCES,"2, rue Fragonard 75017 PARIS France Ile-de-France Paris",01 40 25 52 55,communication@mondial-assistance.fr,www.allianz-partners.fr
FRANCE ASSUREURS,"26, boulevard Haussmann 75009 PARIS France Ile-de-France Paris",01 42 47 90 00,support@franceassureurs.fr,www.franceassureurs.fr
FSPBA-CGT,"Bourse Nationale du Travail CGT 263, rue de Paris 93516 MONTREUIL CEDEX France Ile-de-France Seine-Saint-Denis",01 55 82 77 87,fspba@cgt.fr,http://cgtbanquesassurances.fr/
FWU LIFE INSURANCE LUX SA,"H20, Building B 33, rue de Gasperich L-5826 HESPERANGE Luxembourg",00 352 26494 200,info@fwu.life,www.fwul.life
FÉDÉRATION CFDT DES BANQUES ET DES ASSURANCES,"47/49, avenue Simon Bolivar 75950 PARIS CEDEX 19 France Ile-de-France Paris",01 56 41 54 50,federation@fba.cfdt.fr/banqueassurance@cfdt.fr,https://www.cfdt.fr/portail/annuaire/fd/federation-banques-et-assurances-srv1_1012118
FÉDÉRATION DE L’ASSURANCE CFE-CGC,"43, rue de Provence 75009 PARIS France Ile-de-France Paris",01 42 81 58 51,assurance@cfecgc.fr,https://www.assurance.cfecgc.fr
FÉDÉRATION DES MUTUELLES DE FRANCE,"3/5, rue de Vincennes 93108 MONTREUIL CEDEX France Ile-de-France Seine-Saint-Denis",01 49 88 52 52,fmf@mutuelles-de-france.fr,www.mutuelles-de-france.fr
FÉDÉRATION DES SOCIÉTÉS D’EXPERTISE,"Maison de l’Expertise 37, rue de la Rochefoucauld 75009 PARIS France Ile-de-France Paris",01 53 21 83 32,contact@f-s-e.org,www.f-s-e.org
FÉDÉRATION NATIONALE DE LA MUTUALITÉ FRANÇAISE,"Immeuble Atlantique 7/11, place des Cinq Martyrs du Lycée Buffon 75015 PARIS France Ile-de-France Paris",01 40 43 30 30,webmail@mutualite.fr,www.mutualite.fr
FÉDÉRATION NATIONALE INDÉPENDANTE DES MUTUELLES,"4, avenue de l’Opéra 75001 PARIS France Ile-de-France Paris",01 55 35 31 21,contact@fnim.fr/presse@fnim.fr,www.fnim.fr
GALIAN ASSURANCES,"89, rue La Boétie 75008 PARIS France Ile-de-France Paris",08 06 80 08 88,direction.commerciale@galian.fr,www.galian.fr
GAMALIFE,"Rua Barata Salgueiro, 28 - 5° Andar 1250-044 LISBOA Portugal",00 351 21 316 7500,helena.marques@gamalife.pt,www.gamalife.pt
GAMEST,"6, boulevard de l’Europe 68100 MULHOUSE France Grand-Est Haut-Rhin",03 89 22 90 90,service.qualite@gamest.fr,www.gamest.fr
GAN ASSURANCES,"8/10, rue d’Astorg 75008 PARIS France Ile-de-France Paris",,reclamation@gan.fr,www.gan.fr
GAN OUTRE-MER IARD,"8/10, rue d’Astorg 75008 PARIS France Ile-de-France Paris",01 44 56 77 77,contact@groupama-gan.nc,https://groupama-gan.nc/
GARANCE,"51, rue de Châteaudun 75009 PARIS France Ile-de-France Paris",08 10 66 66 72,https://www.garance-mutuelle.fr/contacter-un-conseiller/,www.garance-mutuelle.fr
GAREAT,"1, rue Jules Lefebvre 75431 PARIS CEDEX 09 France Ile-de-France Paris",01 53 21 51 64,http://www.gareat.com/contact,www.gareat.com
GAREX,"9, rue de Téhéran 75008 PARIS France Ile-de-France Paris",01 53 96 50 30,mail@garex.fr,www.garex.fr
GATEX,Espace Leader Rue Gustave Eiffel 76235 BOIS-GUILLAUME France Normandie Seine-Maritime,01 56 92 88 74,info_gatex@coface.com,www.gatex.fr
GCA,"1, rue Jules Lefebvre 75431 PARIS CEDEX 09 France Ile-de-France Paris",01 53 21 51 90,auto@gca.gpsa.fr,https://www.gca-conventions.fr/
GEN RE,Theodor-Heuss-Ring 11 50668 COLOGNE Allemagne,00 49 (0) 221 9738 0,,Not specified
GENERALI ESPANA SA DE SEGUROS Y REASEGUROS,"Calle Orense, 2 28020 MADRID Espagne",00 34 91 837 37 07,info.es@generali.com/servicioatencionalcliente.es@generali.com,www.generali.es
GENERALI IARD,"2, rue Pillet-Will 75009 PARIS France Ile-de-France Paris",09 69  32 27 25,presse.france@generali.com,www.generali.fr
GENERALI LEBENSVERSICHERUNG AG,Adenauerring 7-9 D-81737 MÜNCHEN Allemagne,00 49 89 5121 0,service.de@generali.com,www.generali.de
GENERALI VERSICHERUNG AG ALLEMAGNE,Adenauerring 7-9 D-81737 MÜNCHEN Allemagne,00 49 89 5121 0,service.de@generali.com,www.generali.de
"GENERALI VERSICHERUNG AG,  VIENNA (AUTRICHE)","Landskrongasse, 1/3 A-1010 WIEN Autriche",00 43 1 53401 0,office.at@generali.com,www.generali.at
GENERALI VIDA COMPANHIA DE SEGUROS SPA,Rua Duque de Palmela  11 1269-270 LISBOA Portugal,00 351 213 112 800,generalivida@generali.pt,www.generali.pt
GENERALI VIE,"2, rue Pillet-Will 75009 PARIS France Ile-de-France Paris",09 69  32 27 25,presse.france@generali.com,www.generali.fr
GENERATION VIE,"Tour Neptune 20, place de Seine 92400 COURBEVOIE France Ile-de-France Hauts-de-Seine",01 58 85 22 46,,https://www.generationvie.fr/
GFA CARAÏBES,"104/106, boulevard du Général de Gaulle 97200 FORT-DE-FRANCE France Martinique",05 96 59 04 04,https://www.gfacaraibes.fr/Contacteznous.html,www.gfacaraibes.fr
GFBA,"C/O CNP Assurances 4, place Raoul Dautry 75015 PARIS France Ile-de-France Paris",01 42 18 88 88,,www.cnpassurances.com
GFC,"58, rue du Général Férrié 38100 GRENOBLE France Auvergne - Rhône-Alpes Isère",,,Not specified
GMF - LA GARANTIE MUTUELLE DES FONCTIONNAIRES,"148, rue Anatole France 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",09 70 80 98 09,https://www.gmf.fr/agences-gmf,www.gmf.fr
GMF ASSURANCES,"148, rue Anatole France              92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",09 70 80 98 09,https://www.gmf.fr/agences-gmf,www.gmf.fr
GMF VIE,"1, rue Raoul Dautry 95122 ERMONT CEDEX France Ile-de-France Val-d'Oise",09 70 80 98 09,https://www.gmf.fr/agences-gmf,www.gmf.fr
GMI,"4, rue Félix Hess 54190 VILLERUPT France Grand-Est Meurthe-et-Moselle",03 82 89 20 03,contact@gmi-mutuelle.fr,www.gmi-mutuelle.fr
GPCTSI,"CSTB 84, avenue Jean Jaurès 77447 MARNE-LA-VALLÉE CEDEX 2 France Ile-de-France Seine-et-Marne",01 64 68 82 82,http://gpctsi.org/contact.html,www.gpctsi.org/www.cstb.fr
GPM ASSURANCES SA,"1, boulevard Pasteur 75015 PARIS France Ile-de-France Paris",01 40 54 54 54,communication@gpm.fr,www.groupepasteurmutualite.fr
GPSA,"1, rue Jules Lefebvre 75431 PARIS CEDEX 09 France Ile-de-France Paris",01 53 21 50 00,effa@ffa-assurance.fr,https://www.francessureurs.fr/qui-sommes-nous/notre-environnement/organismes-membres-du-gpsa/
GRAZER WECHSELSEITIGE VERSICHERUNG AG,"Herrengasse, 18/20 A-8010 GRAZ Autriche",00 43 316  8037 6222,service@grawe.at,www.grawe.at
GREENVAL INSURANCE DAC,"2nd Floor, The Anchorage 17-19 Sir John Rogerson’s Quay D02 DT18 DUBLIN 2 Irlande",00 353 1 612 5600,info@greenval-insurance.ie,www.greenval-insurance.com
GROUPAMA,"8/10, rue d’Astorg 75383 PARIS CEDEX 08 France Ile-de-France Paris",01 44 56 77 77,http://www.groupama.com/fr/journaliste/contact/,www.groupama.com
GROUPAMA ANTILLES-GUYANE,"Parc Technologique de Kerlys, Bâtiment E Rue Saint Christophe 97242 FORT-DE-FRANCE CEDEX France Martinique",08 00 30 33 30,https://www.groupama.fr/web/gag/nous-contacter/,https://www.groupama.fr/regions/antilles-guyane/
GROUPAMA ASSURANCE-CRÉDIT & CAUTION,"8/10, rue d’Astorg 75008 PARIS France Ile-de-France Paris",,info@groupama-ac.fr,Not specified
GROUPAMA CENTRE ATLANTIQUE,"1, avenue de Limoges 79044 NIORT CEDEX 9 France Nouvelle-Aquitaine Deux-Sèvres",08 00 25 02 50,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/centre-atlantique/
GROUPAMA CENTRE MANCHE,"Parc Tertiaire du Jardin d'Entreprises 10, rue Blaise Pascal 28008 CHARTRES CEDEX France Centre - Val de Loire Eure-et-Loir",02 37 88 38 38,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/centre-manche
GROUPAMA D'OC,"Immeuble Prémium 14, rue Vidailhan 31131 BALMA CEDEX France Occitanie Haute-Garonne",09 69 32 03 19,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/occitanie/
GROUPAMA FORÊTS ASSURANCES,"32, allées d'Orléans 33000 BORDEAUX France Nouvelle-Aquitaine Gironde",05 56 52 85 28,https://groupama-forets.com/contact,https://groupama-forets.com
GROUPAMA GAN VIE,"8/10, rue d’Astorg 75783 PARIS CEDEX 08 France Ile-de-France Paris",,,Not specified
GROUPAMA GRAND EST,"101, route de Hausbergen 67012 STRASBOURG CEDEX 01 France Grand-Est Bas-Rhin",03 88 19 75 08,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/gre-and-est/
GROUPAMA LOIRE BRETAGNE,"23, boulevard Solférino          35012 RENNES CEDEX France Bretagne Ille-et-Vilaine",02 99 29 57 57,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/loire-bretagne/
GROUPAMA MÉDITERRANÉE,"24, Parc Club du Golf 13799 AIX-EN-PROVENCE CEDEX 03 France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",09 69 32 23 32,https://www.groupama.fr/contact/,htpps://www.groupama.fr/regions/mediterranee/
GROUPAMA NORD-EST,"2, rue Léon Patoux               51686 REIMS CEDEX 2 France Grand-Est Marne",03 26 04 76 01,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/nord-est/
GROUPAMA OCÉAN INDIEN,"7, rue André Lardy           97438 SAINTE-MARIE France La Réunion",02 62 30 03 00,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/ocean-indien/
GROUPAMA PARIS VAL DE LOIRE,"1, avenue du Dr. Ténine 92160 ANTONY France Ile-de-France Hauts-de-Seine",01 49 85 49 85,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/paris-val-de-loire/
GROUPAMA RHÔNE-ALPES AUVERGNE,"50, rue Saint-Cyr                69251 LYON CEDEX 09 France Auvergne - Rhône-Alpes Rhône",04 72 85 55 55,https://www.groupama.fr/contact/,https://www.groupama.fr/regions/rhone-alpes-auvergne/
GROUPE AGRICA,"21, rue de la Bienfaisance 75382 PARIS CEDEX 8 France Ile-de-France Paris",01 71 21 00 00,https://www.groupagrica.com/contactez-nous,www.groupagrica.com
GROUPE AXA,"25, avenue Matignon 75008 PARIS France Ile-de-France Paris",01 40 75 57 00,https://www.axa.com/fr/a-propos-d-axa/contacts-groupe-axa,www.axa.com
GROUPE CAM,"Espace Européen de l'Entreprise 14, avenue de l'Europe 67300 SCHILTIGHEIM France Grand-Est Bas-Rhin",,,Not specified
GROUPE COVÉA,"86/90, rue Saint-Lazare 75320 PARIS CEDEX 09 France Ile-de-France Paris",01 55 50 60 00,https://www.covea.eu/nous-contacter/,www.covea.eu
GROUPE DES ASSURANCES DU CRÉDIT MUTUEL SA,"4, rue Frédéric-Guillaume Raiffeisen 67906 STRASBOURG CEDEX 9 France Grand-Est Bas-Rhin",03 88 14 90 90,acmrp@acm.fr,www.acm.fr
GROUPE FRANCE MUTUELLE,"10, rue du  4 Septembre 75089 PARIS CEDEX 02 France Ile-de-France Paris",01 53 36 37 66,adherent@francemutuelle.fr,https://www.francemutuelle.fr/connectez-vous-a-votre-espace-adherent/
GROUPE GENERALI,"2, rue Pillet-Will 75009 PARIS France Ile-de-France Paris",09 69 32 27 25,http://institutionnel.generali.fr/contact,www.generali.fr
GROUPE IRCEM,"261, avenue des Nations Unies 59672 ROUBAIX CEDEX 1 France Hauts-de-France Nord",03 20 45 57 00,info@ircem.com,www.ircem.com/www.ircem.eu
GROUPE IRP AUTO,"39, avenue d'Iéna 75202 PARIS CEDEX 16 France Ile-de-France Paris",08 20 22 52 24,https://www.irp-auto.com/contactez-nous,www.irp-auto.com
GROUPE LOURMEL,"108, rue de Lourmel 75718 PARIS CEDEX 15 France Ile-de-France Paris",01 40 60 20 00,admin_gl@lourmel.asso.fr,www.lourmel.com
GROUPE MACSF,"Cours du Triangle 10, rue de Valmy 92800 PUTEAUX France Ile-de-France Hauts-de-Seine",01 71 23 80 80,https://www.macsf.fr/Aide-et-Contact,www.macsf.fr
GROUPE MAF,"189, boulevard Malesherbes 75786 PARIS CEDEX 17 France Ile-de-France Paris",01 53 70 30 00,maf@maf.fr,www.maf.fr
GROUPE MALAKOFF HUMANIS,"21, rue Laffitte 75009 PARIS France Ile-de-France Paris",01 56 03 34 56,https://www.malakoffhumanis.com/contactez-nous entreprises,https://www.malakoffhumanis.com
GROUPE SEB RE,"112, chemin du Moulin Carron 69130 ECULLY France Auvergne - Rhône-Alpes Rhône",04 72 18 18 18,com@groupeseb.com,https://www.groupeseb.com/
GROUPE SMISO MUTUELLE DES CADRES,"7,/9, place du Théâtre 59800 LILLE France Hauts-de-France Nord",03 20 47 62 00,lille@mutuelle-gsmc.fr/contact@mutuelle-gsmc.fr,www.mutuelle-gsmc.fr
GROUPE VICTOR HUGO,"9, avenue Victor Hugo 88000 ÉPINAL France Grand-Est Vosges",03 29 69 21 21,contact@groupevictorhugo.com,https://www.groupevictorhugo.com
GROUPE VYV,"62/68, rue Jeanne D'Arc 75013 PARIS France",01 56 80 43 58,contact@groupe-vyv.fr,www.groupe-vyv.fr
GROUPEMENT DES PROPRIÉTAIRES NAVIGANTS DU PORT D'ÉTAPLES,"1 bis, boulevard de l'Impératrice 62630 ÉTAPLES-SUR-MER France Hauts-de-France Pas-de-Calais",03 21 94 72 77,https://www.cmeop.com/Contacts.html,www.cmeop.com
GSA+,"Tour W 102, terrasse Boieldieu 92085 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",01 47 76 53 00,recrutement@gsaplus.fr,https://www.gsaplus.site
GSPJ,"C//O CFDP ASSURANCES Immeuble L'Europe, 62, rue de Bonnel 69003 LYON France",04 26 04 12 50,https://gspj.fr/,Not specified
HARMONIE MUTUELLE,"143, rue Blomet 75015 PARIS France Ile-de-France Paris",01 42 66 99 66,https://www.harmonie-mutuelle.fr/contactez-nous,www.harmonie-mutuelle.fr
HDI-GLOBAL SE (AUTRICHE),Edelsinnstrasse 7/11 A-1120 WIEN Autriche,00 43 509 05 0,office@hdi.at,www.hdi.at
HDI-GLOBAL SE (PAYS-BAS),"Westblaak, 14 3012 KL ROTTERDAM Pays-Bas",00 31 10 403 6100,info@nl.hdi.global,www.hdi.global
HELVETIA ASSURANCES SA,"25, quai Lamandé 76600 LE HAVRE France Normandie Seine-Maritime",02 32 92 92 92,contact@helvetia.fr,www.helvetia.fr
HELVETIA COMPAGNIE SUISSE D’ASSURANCES,"40, Dufourstrasse CH-9001 SAINT-GALL Suisse",00 41 71 493 51 11,info@helvetia.fr,www.helvetia.fr
HSBC ASSURANCES VIE (FRANCE),"Immeuble Cœur de Défense 110, esplanade du Général de Gaulle 92400 COURBEVOIE France Ile-de-France Hauts-de-Seine",,https://www.hsbc.fr/en-fr/contactez-nous/,https://www.about.hsbc.fr/
HÜBENER VERSICHERUNGS-AG,Ballindamm 37 D-20095 HAMBURG Allemagne,00 49 40 226 31 78 0,post@huebener-ag.eu,www.huebener-ag.eu
IAA,Immeuble STAR Avenue du Japon 1073 TUNIS Tunisie,00 216 70 255 000,iaa.tunisie@star.com.tn/star@star.com.tn,https://aieffa.fr/directory/membre/institut-africain-des-assurances
ICARE ASSURANCE,"93, rue Nationale 92100 BOULOGNE-BILLANCOURT France Ile-de-France Hauts-de-Seine",01 41 10 19 00,,Not specified
IDENTITÉS MUTUELLE,"24, boulevard de Courcelles 75017 PARIS France Ile-de-France Paris",01 43 18 34 00,direction@identites-mutuelle.com,www.identites-mutuelle.com
IEPA,"35/37, rue Gabriel Péri 92130 ISSY-LES-MOULINEAUX France Ile-de-France Hauts-de-Seine",01 78 16 20 34,contact@epassurances.fr,www.epassurances.fr
IIA,YAOUNDE BASTOS Cameroun,00 237 222 20 7152,https://www.iiayaounde.com/contactez-nous/,http://www.iiayaounde.com
IMA ASSURANCES,"118, avenue de Paris 79033 NIORT CEDEX 9 France Nouvelle-Aquitaine Deux-Sèvres",05 49 75 75 75,com@ima.eu,www.imagroupe.eu
IMFPA,"Résidence Corderie Vieux Port 13, boulevard de la Corderie 13007 MARSEILLE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",04 91 80 89 50,contact@imfpa.fr,https://fr-fr.facebook.com/imfpa.fr/
IMHOTEP ASSURANCES,"12, Rond-Point des Champs-Elysées 75008 PARIS France Ile-de-France Paris",08 90 71 95 47,https://imhotep-assurances.fr/contact,https://imhotep-assurances.fr/
IMIA FRANCE ITALIE,"60, avenue Jean Mermoz 69008 LYON France Auvergne - Rhône-Alpes Rhône",06 21 66 09 12,secretariat.fmba@gmail.com,https://fmba-assurances.com/fr
IMPERIO ASSURANCES ET CAPITALISATION SA,"18/20, rue Clément Bayard 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",01 41 27 75 75,contact@imperio.fr,www.imperio.fr
INPR,"21, rue Laffitte 75009 PARIS France Ile-de-France Paris",01 56 03 34 56,https://www.malakoffhumanis.com/contact/,www.malakoffhumanis.com
INRS,"65, boulevard Richard Lenoir 75011 PARIS France Ile-de-France Paris",01 40 44 30 00,info@inrs.fr,www.inrs.fr
INSTITUT DE FORMATION DE LA PROFESSION DE L’ASSURANCE,"Immeuble Le Stratège 172/174, rue de la République 92800 PUTEAUX France Ile-de-France Hauts-de-Seine",01 47 76 58 00,informations@ifpass.fr,www.ifpass.fr
INSTITUT DE L’EXPERTISE,"42, avenue Montaigne 75008 PARIS France Ile-de-France Paris",01 72 74 11 33,institutdelexpertise@wanadoo.fr,Not specified
INSTITUT DES ACTUAIRES,"Maison des Actuaires 4, rue Chauveau-Lagarde 75008 PARIS France Ile-de-France Paris",01 44 51 72 72,contact@institutdesactuaires.com,www.institutdesactuaires.com
INSTITUT DES ASSURANCES DE BORDEAUX,"Université Montesquieu, Bordeaux IV, Bureau E116A 16, avenue Léon Duguit 33608 PESSAC CEDEX France Nouvelle-Aquitaine Gironde",05 56 84 29 92,iab@u-bordeaux.fr,http://iab-ubordeaux.wixsite.com/abtesa/contact
INSTITUT DES ASSURANCES DE LYON,"Université Jean Moulin Lyon 3, IAL 1 C, avenue des Frères Lumière 69372 LYON CEDEX 08 France Auvergne - Rhône-Alpes Rhône",04 78 78 70 60,ial@univ-lyon3.fr,http://ial.univ-lyon3.fr/
INSTITUT DES ASSURANCES DE PARIS,"Université Paris I Panthéon-Sorbonne 12, place du Panthéon 75005 PARIS France Ile-de-France Paris",01 44 07 77 62,iap.eds@univ-paris1.fr,https://www.pantheonsorbonne.fr/ufr/iap/
INSTITUT DES ASSURANCES D’AIX-MARSEILLE,"Aix-Marseille Université, Faculté de Droit et de Science Politique 3, avenue Robert Schuman 13628 AIX-EN-PROVENCE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",04 42 17 28 82,eve.benauwt@univ-amu.fr,https://iaam-facdedroit.univ-amu.fr/fr
INSTITUT UNIVERSITAIRE DE TECHNOLOGIE,"IUT de Rouen, Bâtiment A - 1er étage Rue Lavoisier 76281 MONT-SAINT-AIGNAN CEDEX France Normandie Seine-Maritime",02 35 14 60 14 (Service Scolarité),direction-iutrouen@univ-rouen.fr,http://iutrouen.univ-rouen.fr/
INSTITUTION AUSTERLITZ,"30, avenue Pierre Mendès-France 75013 PARIS France Ile-de-France Paris",,,Not specified
INSURANCE EUROPE AISBL,Rue du Champ de Mars 23 B-1050 BRUXELLES Belgique,00 32 2 894 30 00,info@insuranceeurope.eu,www.insuranceeurope.eu
INTEGRALE LUXEMBOURG SA,"Avenue de la Gare, 4/6 L-1610 LUXEMBOURG Luxembourg",00 352 40 66 90 301,info@integrale.lu,www.integrale.lu
INTER MUTUELLES ENTREPRISES,"66, rue de Sotteville 76100 ROUEN France Normandie Seine-Maritime",02 35 03 62 62,http://www.matmut.fr/services-en-ligne/nous-contacter,www.matmut.fr
INTERIALE MUTUELLE,"32, rue Blanche 75009 PARIS France Ile-de-France Paris",01 55 31 92 60,https://www.interiale.fr/contact,www.interiale.fr
INTERLLOYD AVERIJ BV,Debussystraat 2 3161 WD RHOON Pays-Bas,00 31 10 244 3900,info@interlloyd.nl,www.interlloyd.nl
INTERNATIONAL CREDIT INSURANCE & SURETY ASSOCIATION,Evert van de Beel-kstraat 354 1118 CZ SCHIPOL Pays-Bas,00 31 20 625 4115,secretariat@icisa.org,www.icisa.org
INTERNATIONAL CRÉDIT MUTUEL LIFE SA,"33, boulevard Prince-Henri L-1724 LUXEMBOURG Luxembourg",00 352 27 20 411,contact@icmlife.com,www.icmlife.com
INTERNATIONAL UNION OF AEROSPACE INSURERS,32 Threadneedle Street EC2R 8AY LONDON Grande-Bretagne,00 44 20 3053 8680,dg@iuai.org,www.iuai.org
INTERNATIONAL UNION OF CREDIT & INVESTMENT INSURERS,1st Floor 231/232 The Strand WC2R 1DA LONDON Grande-Bretagne,00 44 20 7841 1110,bu-sec@berneunion.org,www.berneunion.org
IPBP - INSTITUTION DE PRÉVOYANCE BANQUE POPULAIRE,"22, rue du Château 92200 NEUILLY-SUR-SEINE France Ile-de-France Paris",01 53 93 65 10,benedicth.bellot@car-ipbp.org,www.bp-prevention.org
IPECA PRÉVOYANCE,"5, rue Paul Barruel 75015 PARIS France Ile-de-France Paris",08 10 51 05 10,contact.info@ipeca.fr,www.ipeca.fr
IPRIAC,"4, rue Georges Picquart 75017 PARIS France Ile-de-France Paris",01 80 60 50 00,https://www.klesia.fr/web/professionnels/contact,www.klesia.fr
IPSEC,"Tour Egée 9, allée de l'Arche 92400 COURBEVOIE France Ile-de-France Hauts-de-Seine",01 56 21 18 83,dco@ipsecprev.fr,www.ipsecprev.fr
IRCEM MUTUELLE,"261, avenue des Nations Unies 59672 ROUBAIX CEDEX 1 France Hauts-de-France Nord",03 20 45 57 00,info@ircem.com,www.ircem.com/www.ircem.eu
IRCEM-PRÉVOYANCE,"261, avenue des Nations Unies 59672 ROUBAIX CEDEX 1 France Hauts-de-France Nord",03 20 45 57 00,info@ircem.com,www.ircem.com/www.ircem.eu
IRP AUTO IÉNA PRÉVOYANCE,"39, avenue d'Iéna 75202 PARIS CEDEX 16 France Ile-de-France Paris",08 20 22 52 24,https://www.irp-auto.com/contactez-nous,www.irp-auto.com
IRP AUTO PRÉVOYANCE-SANTÉ,"39, avenue d'Iéna 75202 PARIS CEDEX 16 France Ile-de-France Paris",08 20 22 52 24,https://www.irp-auto.com/contactez-nous,www.irp-auto.com
IRP AUTO/IRP AUTO MPA,"39, avenue d'Iéna 75202 PARIS CEDEX 16 France Ile-de-France Paris",08 20 22 52 24,https://www.irp-auto.com/contactez-nous,www.irp-auto.com
ISFA,"50, avenue Tony Garnier 69366 LYON CEDEX 07 France Auvergne - Rhône-Alpes Rhône",04 37 28 74 74,isfa@univ-lyon1.fr/contact@isfa.fr,https://isfa.univ-lyon1.fr
ISUP,"Casier 157 4, place Jussieu 75252 PARIS CEDEX 05 France Ile-de-France Paris",01 44 27 44 27,http://isup.sorbonne-universite.fr/fr/contacts-isup.html,http://isup.sorbonne-universite.fr/fr/index.html
IUMI,"Grosse Elbstrasse, 36 D-22767 HAMBURG Allemagne",00 49 40 2000 747 0,info@iumi.com,https://iumi.com/
JAJI,"4, rue Georges Picquart 75017 PARIS France Ile-de-France Paris",01 41 00 21 48,contact@jaji.fr,https://www.jaji.fr/
JURIDICA (AXA PROTECTION JURIDIQUE),"1, place Victorien Sardou 78160 MARLY-LE-ROI CEDEX France Ile-de-France Yvelines",01 30 09 90 00,https://www.juridica.fr/contactez-nous/,https://www.juridica.fr
KBC VERZEKERINGEN,Professor Roger van Overstraetenplein 2 B-3000 LOUVAIN Belgique,00 32 2 429 11 11,kbc.telecenter@kbc.be,www.kbc.com
KERIALIS PRÉVOYANCE,"80, rue Saint-Lazare 75455 PARIS CEDEX 09 France Ile-de-France Paris",01 70 99 15 00,communication@kerialis.fr,www.kerialis.fr
KLESIA Mut',"4, rue Georges Picquart 75017 PARIS France Ile-de-France Paris",01 49 29 49 29,https://www.klesiamut.fr/contactez-nous,www.klesiamut.fr
KLESIA PRÉVOYANCE,"4, rue Georges Picquart 75017 PARIS France Ile-de-France Paris",01 80 60 50 00,https://www.klesia.fr/web/professionnels/contact,www.klesia.fr
KLESIA SA,"4, rue Georges Picquart 75017 PARIS France Ile-de-France Paris",09 69 36 22 22,https://www.klesia.fr/web/professionnels/contact,www.klesia.fr
L&J RE,"41, rue Martre 92117 CLICHY France Ile-de-France Hauts-de-Seine",01 47 56 70 00,,Not specified
LA BANQUE POSTALE ASSURANCE SANTÉ,"30, boulevard Galliéni 92130 ISSY-LES-MOULINEAUX France Ile-de-France Hauts-de-Seine",01 57 75 60 00,lbp-services.generaux@labanquepostale.fr,https://www.labanquepostale.fr/particulier/assurer/assurances-sante.html
LA BANQUE POSTALE IARD,"30, boulevard Galliéni 92130 ISSY-LES-MOULINEAUX France Ile-de-France Hauts-de-Seine",01 57 75 60 00,lbp-services.generaux@labanquepostale.fr,www.labanquepostale.fr
LA BANQUE POSTALE PRÉVOYANCE,"30, boulevard Galliéni 92130 ISSY-LES-MOULINEAUX France Ile-de-France Hauts-de-Seine",01 57 75 60 00,lbp-services.generaux@labanquepostale.fr,www.labanquepostale.fr
LA BRESSANE,"94, Grande Rue 01380 BAGÉ-LE-CHATEL France Auvergne - Rhône-Alpes Ain",04 74 25 31 25,eric.picard@la-bressane.fr/contact@la-bressane.fr,www.la-bressane.fr
LA COMPAGNIE DES IAS,"8, rue Godot de Mauroy 75009 PARIS France Ile-de-France Paris",01 42 65 59 58,contact@lacie-ias.fr,https://www.lacie-ias.fr/
LA COMPAGNIE DES IOSBP,"8, rue Godot de Mauroy 75009 PARIS France Ile-de-France Paris",01 42 65 59 48,contact@lacie-iobsp.fr,www.laciedescgp.fr
LA FRANCE MUTUALISTE,"Tour Pacific 11/13, cours Valmy 92977 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Paris",01 40 53 78 00,https://www.la-france-mutualiste.fr/contact,www.la-france-mutualiste.fr
LA FRATERNELLE DE SAINT VINCENT DE PAUL,Mairie  40330 AMOU France Nouvelle-Aquitaine Landes,05 58 89 00 22,,https://www.amou.fr/content/search?SearchText=LA+FRATERNELLE+DE+SAINT+VINCENT+DE+PAUL
LA FRATERNELLE DES TERRITORIAUX,"9, rue du Général Ferrié 38035 GRENOBLE CEDEX 2 France Auvergne - Rhône-Alpes Isère",04 76 63 35 10,contact@fraternelle.fr,www.fraternelledesterritoriaux.fr
LA LUXEMBOURGEOISE SA - LALUX ASSURANCES,"9, rue Jean Fischbach L-3372 LEUDELANGE Luxembourg",00 352 4761 1,groupell@lalux.lu,www.lalux.lu
LA LUXEMBOURGEOISE VIE SA - LALUX ASSURANCES VIE,"9, rue Jean Fischbach L-3372 LEUDELANGE Luxembourg",00 352 4761 1,groupell@lalux.lu,www.lalux.lu
